"id;estimated_deliveries_volumes;created_at"
"52f7e674-0cc4-4b46-bb9e-e326acdb1994;[11 - 50];17/01/2018"
"52f9118c-b856-442b-9faa-400423a4c3df;[11 - 50];13/12/2019"
"52f97bdc-21c9-4412-82be-12996edb03b0;[51 - 100];03/06/2020"
"52fe31b7-0b55-4ece-9364-06b698b95666;[1 - 10];07/01/2018"
"530451d9-f5b8-48b6-bafc-e53ea5328c6a;[101  - 250];16/04/2020"
"5304c061-e62a-456f-995c-c5e07260a41e;[1 - 10];04/07/2020"
"53081448-2787-485c-bd86-a72964f4a977;[1 - 10];05/05/2020"
"53098262-4407-4ec7-a3bc-529b191bf12c;[51 - 100];15/07/2020"
"530a0ced-672a-490a-b0d5-d581b5682a76;[101  - 250];06/09/2016"
"530c094e-980d-415e-a25b-728f030718e7;[51 - 100];02/04/2020"
"530c1357-35ec-4a8b-90d1-ec36fcf56d2e;[11 - 50];26/04/2020"
"530caa36-5fd1-426b-a9aa-3e28538bb493;[51 - 100];15/11/2016"
"53101905-7d77-4ba9-9500-8e94cc48bab2;[1 - 10];28/02/2019"
"53181267-4ae8-43ce-b9c8-df2a3969a0b7;[1 - 10];21/02/2019"
"531d48a3-cce6-4bd0-981e-3eb467b7d732;[1 - 10];30/07/2020"
"531e7d65-40d7-4618-b75f-3dd849189230;;23/02/2016"
"531f92d2-3105-4aee-9e88-f3675cae430f;[1 - 10];26/07/2016"
"5320c918-37f9-4c02-b19e-18fccf4a19e6;[1 - 10];18/09/2018"
"53255141-2b09-4975-8ac6-d899f23e020c;[51 - 100];29/04/2020"
"53255b6e-6383-4767-9370-305a5f332794;[1 - 10];14/07/2019"
"532bcfca-326b-4ff2-84c1-c0444678bc0b;[51 - 100];18/01/2017"
"532e6c04-9b83-42de-9f3d-3851e6169d28;[1 - 10];03/02/2020"
"53322654-5bab-47e6-9322-8fcf640d8de7;[1 - 10];27/04/2016"
"53380f7f-e362-4faf-9c1c-cfc7c7e7c7d8;[1 - 10];04/06/2019"
"53397c81-2abc-4684-b84c-24206114eed4;[11 - 50];04/05/2020"
"533b2279-089b-4009-90cf-a7a604b994f9;[11 - 50];06/03/2020"
"533e2250-ecd6-472c-b86d-91751eef47ff;[11 - 50];27/01/2020"
"533e8bb1-17cb-4872-95b0-215bf800a299;[11 - 50];08/01/2019"
"53426343-1917-4173-bae9-7581dd78a4b6;[51 - 100];02/07/2018"
"5343c212-d965-4d87-bcac-d93bc354b0bf;[1 - 10];21/07/2020"
"53465ade-be45-4364-8ab0-5bb56a8615d7;[1 - 10];01/06/2018"
"53468672-d3a4-4625-a77b-aea8090d73ba;[101  - 250];12/05/2020"
"534b72d2-bce5-42ff-bf1c-7e652fc2c099;[11 - 50];20/09/2019"
"534def37-4e0d-47b1-8aaf-04bcc7b3c812;[101  - 250];07/10/2016"
"534f683f-d203-4b68-8f3c-3e2724f8b038;[1 - 10];19/08/2019"
"53515767-5fa0-47ce-9cba-f9a0c37d128f;[1 - 10];20/08/2019"
"5352a230-b0c8-43d5-bc3f-328330267e91;[11 - 50];23/04/2020"
"53555aec-decb-45c7-b4f0-195bc2f5bbb0;[1 - 10];24/06/2020"
"53597af8-867a-4d67-bedf-273a61aae387;[1 - 10];25/03/2020"
"535ae903-4788-4d5e-aa2e-788736ca2c93;[1 - 10];29/01/2018"
"535c9c46-2f98-42fd-8a69-bbf170719b11;[51 - 100];27/01/2020"
"535cd99a-7c3e-49d5-91d2-fa900c0c6e1f;[101  - 250];28/01/2020"
"535d96d7-6f6e-4916-a196-d9534d1c290a;[11 - 50];28/05/2019"
"535fd221-22f1-46a9-954b-5663527ccbe1;[101  - 250];01/07/2020"
"53602800-5b0e-4a8a-b66c-9c73aad2ccc5;[1 - 10];29/06/2020"
"5362f159-ac05-4a72-ab3a-b812852adf73;[1 - 10];25/08/2016"
"53641fb0-e846-45aa-ae06-8d2cb5576fe8;[1 - 10];17/07/2020"
"5365c1a6-d1d4-4601-ad79-5c1bda88502e;[11 - 50];03/12/2019"
"536a8f5b-d048-4098-989a-70418bc7a54c;[1 - 10];20/05/2020"
"536d34ca-d968-47da-bf64-8f175939ae6d;[11 - 50];09/05/2020"
"5370b74f-3abe-4a92-be0a-94dd98132310;[11 - 50];15/05/2020"
"5371b1e4-614b-405f-a97f-d6cb82a63c73;[11 - 50];11/04/2020"
"5379b3ae-78a8-4c8e-888f-ac09dd913110;[11 - 50];31/03/2020"
"537a675d-e13b-413f-ae56-52729cb4dd19;;17/02/2016"
"537f77ce-fae3-4d0e-b0e8-d230745c5703;;24/02/2016"
"53821134-aa62-4bba-a1e7-452e281f1ba6;[11 - 50];20/04/2016"
"5388681a-df5f-45f1-acae-1115fab32684;[1 - 10];21/06/2020"
"53890442-caf0-467c-b7b8-204a752b2d08;[1 - 10];05/05/2020"
"5389e368-2514-472f-86e5-020e71a631b3;[1 - 10];03/09/2019"
"538d2474-87b4-47c6-a68d-dd18be4ac805;[1 - 10];18/06/2018"
"53932348-34fa-4534-baf5-164eff01c7f4;[1 - 10];15/05/2020"
"539747ec-a0ac-4660-b1b3-13cd4ea578b8;[11 - 50];21/08/2018"
"5397b36e-328e-4619-8a1b-d76a83337f87;[11 - 50];17/03/2020"
"539b4e0a-f9ff-4f8d-93df-1a26e8f3cae4;[11 - 50];15/01/2019"
"539ce88f-584e-41ae-9629-b687136b9713;[11 - 50];08/05/2019"
"539ee291-3f2f-478d-92e8-ee40e24a711e;[51 - 100];20/04/2016"
"539f2ce7-a44a-4482-ba2c-6747e6b8d684;[11 - 50];08/06/2020"
"53a12a1d-5e3a-44a5-87c2-a3519c61b3ab;[11 - 50];21/01/2020"
"53a19fde-ec48-42b1-9edc-9121cadb10a8;[1 - 10];23/05/2016"
"53a26d29-542d-463b-a515-195c97af1585;;19/01/2016"
"53a3e826-aa61-4f79-bcc9-ffd1ba2506df;[11 - 50];19/10/2017"
"53a83458-2547-4ccd-bf99-675a7aec5899;[1 - 10];01/08/2019"
"53afbd37-e262-4fd4-89fd-e73d262009e4;[11 - 50];19/05/2017"
"53b1a260-2ff1-4cfa-af76-15b3884e3a49;[11 - 50];04/04/2018"
"53b1c04f-b9f0-4c2d-8c14-fb89d0dd2695;[11 - 50];10/10/2016"
"53b21e43-fd3f-498f-987f-9feb72ab169a;[1 - 10];04/04/2020"
"53b25e83-d2a1-457b-956e-41a56515b0dd;[11 - 50];06/05/2020"
"53b3d491-f9c8-4cac-9e70-e927b40c1450;[11 - 50];20/03/2019"
"53ba6275-21de-42f4-a0f2-689959e94b43;[1 - 10];26/03/2020"
"53bb9e71-885d-4b3b-b834-1cebb8bd55a2;[1 - 10];27/04/2020"
"53bd561b-2d60-49c0-9d79-e21cc86539a3;[11 - 50];30/06/2020"
"53c01cf2-71c4-40d0-b558-814d0942f682;[1 - 10];16/05/2019"
"53c2899a-e1d7-47ee-a57f-0b53ad018026;[11 - 50];03/06/2020"
"53c342b9-e35b-40b0-a08c-62399b6506ab;[51 - 100];01/04/2016"
"53c3d3d0-b731-45bf-8a43-4b988bbab049;[11 - 50];22/05/2020"
"53c40d35-5300-409f-81bf-6d6e4c5f192c;[1 - 10];05/05/2020"
"53c47011-48ad-42e0-8b21-5de2ca03b82b;[1 - 10];26/06/2017"
"53c7fac3-05bd-4718-91f3-e05b6e6c3427;[11 - 50];17/01/2018"
"53cc7025-cf0c-4e1e-b26d-2d0155a70697;[11 - 50];06/05/2020"
"53ce8181-0731-4f2c-9f4e-5c9974461f75;[1 - 10];22/07/2019"
"53d0af22-e38d-49bb-8145-02d8ec91953e;[1 - 10];22/01/2019"
"53d737ce-c2fb-4d7e-b59b-45ee3c853e5e;[11 - 50];26/05/2020"
"53d840bb-293b-4f23-a0b8-0f123cc06190;[1 - 10];17/12/2019"
"53d9f275-5bdf-4ac2-9976-97a2533d7204;[1 - 10];23/09/2018"
"53da28a4-1a56-455b-884b-c8120359eaf1;[101  - 250];24/06/2020"
"53dd2f70-3e3f-45ea-bd4b-036e53576bda;[51 - 100];25/04/2020"
"53de043e-3657-4d75-9e2c-9640172288d8;[1 - 10];11/05/2020"
"53e260fe-c8b4-48aa-9995-4449ec108bb0;[1 - 10];18/06/2020"
"53e97ad0-53d7-4fd5-b217-8cbdf00fe05a;[1 - 10];05/05/2020"
"53ec6179-af24-4445-a5f0-a1761944ad46;[11 - 50];26/05/2020"
"53f00fdc-4b69-4ad8-b518-0d1b9b7d3b79;[11 - 50];17/07/2018"
"53f09f7c-3e7a-4228-8a7d-9fb1ec69b060;[11 - 50];21/12/2018"
"53f13f08-8417-426d-abc2-2cb0e27e40e3;[11 - 50];31/01/2018"
"53f33d54-cc93-4c91-b199-14edfd459c4f;[11 - 50];15/03/2020"
"53f4febf-f482-43d4-8e5e-2522350f7542;[11 - 50];17/03/2020"
"53f5989c-40e0-4e00-9258-df79417e66a6;[101  - 250];14/03/2020"
"53f90a7e-c462-4aae-8e34-01cc595edf4f;[11 - 50];29/10/2018"
"53fa6ab3-f12e-4d0f-a80a-645765eb4425;[11 - 50];24/06/2019"
"53fae238-45ab-421f-b491-815df5b398ea;[11 - 50];11/12/2019"
"54008a2f-ee3d-4b2a-9681-f288bdf7895b;[1 - 10];06/07/2020"
"54014b09-a132-4153-879f-3d04b342fab6;[1 - 10];31/03/2020"
"5402c254-9122-4823-bc8c-2c0fbdca6407;[11 - 50];20/04/2020"
"54061bfd-8422-4588-9b35-5e44f88b3770;[1 - 10];23/12/2019"
"54074729-8444-4e95-a3d8-95248d400360;[1 - 10];09/07/2019"
"54081192-a915-47a8-94ed-f2b1842a84d3;[11 - 50];30/04/2019"
"540a4dcb-5cf5-4394-818c-24370a124947;[11 - 50];19/03/2020"
"540d3e40-bda4-4b49-8d62-b7c393304539;[11 - 50];09/12/2019"
"5410a852-9efd-4a4f-9329-d5a9d1b5bdd7;[51 - 100];01/11/2019"
"5412846b-7493-4241-9773-ceaeeac30289;[1 - 10];10/07/2017"
"5417d48a-4f2e-4740-8000-912580c1d5e6;[1 - 10];17/05/2019"
"5417e203-72ee-45e3-8b87-5c663fcde477;[101  - 250];29/07/2020"
"541b8ef1-cc40-4dbd-8217-d2021be640de;[1 - 10];26/10/2019"
"541c30e0-41b1-4a1b-9799-210ba5b37d9c;[101  - 250];22/07/2020"
"541cb41a-1bd8-4942-8b0b-be771a5f6f74;[11 - 50];04/03/2019"
"542085c9-c175-4180-9056-e7d309715ce1;[51 - 100];08/05/2018"
"5420f467-fbf8-483d-932c-a7ad4ddfcbde;[1 - 10];28/05/2018"
"5422d8ef-5c11-4016-b32a-cffbf450cbda;[51 - 100];28/05/2018"
"5424f913-4f68-43f9-a21c-1944d949c44d;[11 - 50];16/06/2020"
"542573a7-291b-446d-836b-08429ba570ec;[1 - 10];25/09/2019"
"54269b5c-7ef4-43d8-bf7b-93affa71c356;[11 - 50];21/04/2020"
"54289f54-582c-4ad6-bab0-22bd8aac8298;;02/02/2016"
"542c396f-70f9-4308-8ddd-3feab935d5eb;[11 - 50];13/07/2016"
"542f7fbc-1485-4eda-83f3-f326af100097;[11 - 50];25/10/2016"
"54305b9a-4b2b-4516-84fe-3156831be1be;[1 - 10];20/11/2019"
"5430c5cd-8586-4fdd-9d43-dc641840a100;[101  - 250];17/05/2020"
"5438d470-7166-43e7-9b65-d371dea78e0c;[1 - 10];21/08/2017"
"543c1920-0ccc-4b5c-97de-d6ff214241a0;[1 - 10];02/12/2019"
"543cecca-a893-4453-9b76-5e740fb8077f;[11 - 50];13/02/2018"
"543d605a-6313-49d0-9017-a4c4bc1da5c1;[11 - 50];14/01/2020"
"5440c13e-241f-4094-8410-c86ad8f86c1e;[11 - 50];09/06/2017"
"5443e773-4c7b-42df-b443-d55358277a3c;[11 - 50];04/09/2017"
"5445ef50-9996-430b-b826-cef3468ce587;[1 - 10];23/05/2017"
"5446e4c9-8429-49dc-8a29-560f976434ab;[1 - 10];28/03/2019"
"5447cd2a-3cd2-4b96-83b8-a42fd38171e7;[11 - 50];14/08/2017"
"544ad0f7-cf58-42ee-8e80-96b1a1160e3b;[11 - 50];12/08/2017"
"544dab1f-3aa3-4cce-b13e-b160593e24b8;[1 - 10];15/06/2020"
"544dca6b-333b-4d31-a10c-3abead99eec6;[1 - 10];31/03/2020"
"544f9be0-3197-45b2-9e7d-af7c63d1eac7;[11 - 50];11/06/2020"
"54524c6c-874c-4edc-b97f-252ec5c894f9;[1 - 10];09/04/2020"
"5456d5c4-aa9e-4146-8603-951d88c76bee;[101  - 250];05/07/2017"
"54584fd7-eb64-48b1-b090-0bfd40fde248;[1 - 10];09/01/2017"
"54595829-6792-4632-b8ea-b4a504c97825;[1 - 10];03/10/2019"
"545f8067-1720-4ff1-82b8-c7380dfd19d1;[1 - 10];14/11/2017"
"5462fcd9-d23a-4d47-9f61-acacfe2930d3;[11 - 50];06/04/2020"
"5465c9e6-93c8-479a-ac9e-89fd65ad2364;[1 - 10];19/05/2020"
"54673059-0a8d-4c5b-b5c2-003412038138;[1 - 10];11/01/2019"
"5467549d-44d9-4a4c-96fe-980a3940a10c;[1 - 10];07/06/2020"
"54692710-6a14-4a00-897e-097d03a712d9;[11 - 50];24/06/2018"
"546a18a9-6aa9-44c5-bc43-36faec09f651;[11 - 50];09/10/2018"
"546e552c-537f-4692-a2b7-6dd668f55416;[51 - 100];15/12/2016"
"54718c53-87c4-4e9d-a763-2d39ec7ed86d;[11 - 50];16/12/2019"
"5478a3f2-c5a4-412e-afcc-b808967b1f01;[1 - 10];12/07/2017"
"547ec302-9822-4746-b14e-f29cbc695958;[101  - 250];18/06/2018"
"547ee80d-fd94-4570-b2e8-266de86b5fad;[11 - 50];09/06/2020"
"5485bf56-2324-41ff-ad6d-2e987c3fc49a;[11 - 50];15/12/2017"
"54882169-bdcd-4b20-81ac-a72fb5036dd2;[1 - 10];31/05/2016"
"548f0ed9-b59d-4d1e-b602-17f97f56b4ac;[11 - 50];30/03/2020"
"54903227-3abf-4e7b-b0c0-6b6520553a03;[11 - 50];28/05/2019"
"5491a9ee-0d56-4d6c-91b6-a9a65587c754;[11 - 50];24/04/2020"
"54959a09-d0d0-4553-af72-7ef54ca14892;[51 - 100];24/09/2019"
"54960bfd-423f-4202-b258-a1c6d567b8f6;[1 - 10];10/09/2018"
"549eac98-8181-42ff-aeee-01c431e88c05;[11 - 50];10/06/2020"
"549fb538-ce34-4099-84ec-4eeba05075e9;[1 - 10];09/04/2020"
"54a4abcc-d999-45b4-b7f0-8727299acd39;[1 - 10];20/09/2017"
"54a4df1e-6ce8-4c40-a846-6e13ef020f95;[1 - 10];13/01/2020"
"54b25335-76db-4c85-8089-b33b495e6be9;[1 - 10];20/03/2019"
"54b3e19d-d798-4510-96c2-bb0fe774fae5;[101  - 250];28/06/2020"
"54b81fa5-d0a6-4330-bf0e-7859ee5e11eb;[1 - 10];16/06/2020"
"54b82af3-2b8d-4a26-93d1-ea94789f60f0;[1 - 10];03/04/2018"
"54b8d332-8d59-48e6-82e6-46bbff104661;[11 - 50];30/03/2017"
"54bab2d9-e3c4-4e00-985c-e725bda5b55f;[11 - 50];15/11/2018"
"54bb9942-29aa-4ee0-8ec0-68cb459854cd;[1 - 10];10/04/2020"
"54bd027f-b00c-4727-8d63-a637878f9622;[11 - 50];15/11/2016"
"54bd86c7-65b1-4fff-a35e-68c2430dd900;[1 - 10];27/05/2020"
"54bf8356-83a7-4715-b9d6-c2a0e4c7f7e0;[11 - 50];26/02/2020"
"54c14036-c813-461d-b4fb-ce365bab701c;[1 - 10];06/05/2020"
"54c59acf-3868-41d1-a1bf-514e6cab470a;[101  - 250];28/02/2017"
"54c5a1da-24e3-484a-a202-31c42d70d7f4;[1 - 10];14/06/2020"
"54c70187-8d94-4a17-b310-c42399d94b76;[11 - 50];05/05/2020"
"54ce6ce9-f46b-4531-bc0e-97f8f01de27f;[51 - 100];10/02/2020"
"54ce83c7-42b2-4137-b6a4-95bd9a2270e9;[51 - 100];14/06/2017"
"54cffa20-db77-48ed-8d92-13ff016d5647;[1 - 10];28/04/2020"
"54d11a02-1090-4afc-819c-36c0580ceee9;[11 - 50];04/05/2019"
"54d3a392-8129-4fff-9f1b-7168087e79df;[1 - 10];11/04/2020"
"54d5a303-821c-4a98-8f05-43cabfac13db;[11 - 50];10/01/2017"
"54db0a2d-977d-449a-ae57-8375e9822822;;02/02/2016"
"54dd7b4b-4953-4817-ac95-fe984ee923ad;[11 - 50];05/04/2017"
"54de881d-7031-433a-836c-c9e5a8db2c00;[51 - 100];19/10/2016"
"54e6bb66-04cd-4d10-9d71-ad035267e491;[101  - 250];13/12/2017"
"54e7a3c5-a343-4af8-b528-7a2cd8174d74;[51 - 100];16/01/2020"
"54ed1fa4-464b-4ec5-977c-efe53ace287f;[11 - 50];16/06/2020"
"54ed88a2-1078-42ac-b069-f62bcbeaa5bf;[11 - 50];30/03/2020"
"54f2b66a-d8f5-4663-8746-e3dd8cbf168a;[1 - 10];29/03/2020"
"54f92d82-e04e-4a0a-bd8b-9bc8fde08075;[51 - 100];23/01/2018"
"54fb909c-3205-4f10-87ac-2f0b6ea6ff3d;[11 - 50];17/04/2019"
"54fc6705-9b94-4ed3-a2bc-359c4ce1ee2f;[101  - 250];02/04/2020"
"54fdab0f-80fe-4b4e-a1c8-482d21e20ccf;[11 - 50];29/07/2020"
"5500aee8-7d5a-451b-989e-5f949dd5a1c6;[1 - 10];11/06/2020"
"5508e4ef-08cb-4748-80aa-0cc838105ee3;[1 - 10];13/10/2018"
"550a8a39-73be-46cf-a3b6-05cf10bc42fb;[51 - 100];27/03/2020"
"550a99f7-983f-418c-b090-54112389ae43;[11 - 50];10/12/2018"
"550b9498-0d5f-4861-b0aa-94f8f4ec3a28;[1 - 10];20/02/2020"
"550ea918-adee-49e1-8aa4-53b8efe7102a;[1 - 10];01/09/2017"
"55124ecd-56e3-4f94-8f42-1f3e9bb4d3ce;[11 - 50];14/09/2017"
"551953f9-0445-4ad4-a06c-1515af5e4ac0;[1 - 10];25/06/2020"
"551f9bc4-3776-48bf-8c54-d652daeda224;;24/02/2016"
"552116d5-b2b1-4b7a-a8b0-f3fd5394d6f4;[11 - 50];31/01/2017"
"55291942-3b25-4a84-bdf3-318daa29636f;[1 - 10];19/05/2020"
"55291ed9-9f00-4909-9453-d9cc0632beb1;[11 - 50];27/05/2020"
"5529f662-fa2f-46e8-aeb0-2d97e13c9306;[101  - 250];19/03/2016"
"5529f8b7-8ee3-4d9c-bfca-21ae009e2b58;[11 - 50];06/02/2019"
"552c75db-a7e8-4c30-a00a-b89525090b2d;[101  - 250];20/03/2020"
"552cd9fa-b634-4af3-84cb-980716800255;[51 - 100];04/09/2019"
"5533c6d2-1228-4025-ac60-f71e9a0603e3;[11 - 50];25/04/2016"
"55344013-ce97-4e41-acb3-4ba98ef2a6d7;[101  - 250];19/09/2017"
"5535f5e1-87c6-4d8b-9ea2-4894a398c6be;[11 - 50];10/03/2020"
"55379005-13e5-4c86-88ac-372c4e927d75;[1 - 10];02/08/2019"
"5537f859-4f4c-4a96-b9c3-58658773110c;[1 - 10];15/12/2016"
"5538eed5-9e99-4aac-b2b1-13a0a885bfde;[101  - 250];08/01/2019"
"553c6236-1d38-42f2-824f-ffb0337207f8;[11 - 50];09/05/2019"
"55405d1c-fc39-4048-bbf6-bafcbfe20ec0;[51 - 100];11/04/2020"
"55436984-0dd2-4a16-baa4-876611b70fdc;[11 - 50];10/04/2020"
"55457cbe-8b4c-4bef-9145-c4de3701c40b;[1 - 10];07/05/2020"
"5549284b-9fae-4116-9dce-d9e0be998b6d;[1 - 10];05/03/2020"
"5554548c-db38-4c47-8561-6bee88b46beb;[11 - 50];14/12/2016"
"555c59e9-8543-43b7-9134-00eb761564dd;;07/11/2016"
"555ca782-ce04-4fc6-b229-da2d1f455eed;[51 - 100];16/06/2017"
"555f2981-865e-4013-94a4-42c1b52e1282;[101  - 250];06/02/2017"
"555f2f6a-a52c-4cbe-a902-f109e5451855;[1 - 10];05/12/2017"
"5564d6bd-7fdd-4d28-a760-1b13a4aff7b1;[11 - 50];13/04/2020"
"5564ebd9-2529-44b7-9995-a314b31c7221;[1 - 10];26/09/2018"
"556522f4-c953-4dee-bef9-196a0ff315c6;[51 - 100];30/07/2019"
"556609d5-8a7a-4ffa-99db-37508408f114;[1 - 10];26/03/2020"
"5567c53b-19ef-4cc5-9e20-c95516873b88;[1 - 10];27/05/2016"
"5568d001-c0b9-444a-8902-b5fc2385c1be;[1 - 10];09/06/2017"
"55693348-d239-48d8-a302-e86475f274a2;[1 - 10];15/01/2020"
"556f3bb0-e6bf-4222-a803-508e6acd7d0f;[1 - 10];11/04/2020"
"5574c978-88e4-4a21-a01e-71b187d5dbde;[1 - 10];13/02/2017"
"557ceaf8-cd75-4a1e-a30c-b2b41cba3c9e;[1 - 10];28/11/2019"
"557db0a9-3bd8-420f-bc0b-acada4b3100e;[1 - 10];20/04/2020"
"557eb192-8dbf-439e-a021-28322d486080;[1 - 10];21/06/2020"
"55843584-95ed-4ab6-a725-558b6991d19b;[11 - 50];27/03/2020"
"55851415-3ab9-42aa-96e0-dd333ffd2759;[11 - 50];06/05/2020"
"5585f11f-0d66-4c8d-bc66-efa9b4c2c551;[1 - 10];10/04/2016"
"5588619e-acea-439f-9977-56cc9a6320a4;[1 - 10];20/11/2017"
"558d2800-8882-47fc-a83f-409782525d4a;[1 - 10];10/01/2017"
"55904444-c925-4b84-8834-67557262479e;[1 - 10];14/01/2019"
"55906250-0271-4f12-8fc3-c7e15982eae5;[1 - 10];18/04/2020"
"5591fdde-61b4-4442-8659-6d794938d15e;[1 - 10];27/05/2020"
"55967bc1-d696-4254-8287-d2e5c5990449;[1 - 10];23/09/2019"
"5599683d-e7ed-409e-a1f0-ffedb179b8e2;[11 - 50];17/03/2020"
"559968a6-7ad7-4424-ae3f-42a38b8490fc;[11 - 50];20/02/2018"
"559a838d-77ed-4f0f-b355-4e8a7eec6ef8;[11 - 50];14/08/2018"
"55a2273a-b7ee-434f-8d58-ad7535dcf1ec;[1 - 10];03/06/2020"
"55a28a2c-f139-4841-8e87-5fd7e5dc7ed4;[1 - 10];03/07/2020"
"55a44188-345b-403b-80ca-9083f194ae60;[11 - 50];19/04/2020"
"55a9526a-eb51-4da3-882d-2a1616d15285;[1 - 10];07/03/2016"
"55a9b4bf-fe15-4f02-9163-5b8d7d625b94;[1 - 10];04/03/2019"
"55ac728b-4a53-4927-ad69-11ddd066d1bf;[11 - 50];13/07/2020"
"55aff5c5-b91b-4fbb-8fd5-7f61a89c527c;[51 - 100];11/01/2018"
"55b072d5-b8b9-4840-983b-d993675daf54;[1 - 10];16/01/2017"
"55b1774e-8139-4e1b-8388-acf7c48376fc;[101  - 250];28/10/2016"
"55b79b82-4754-4c15-a62d-85f441e61320;[1 - 10];20/06/2016"
"55b96ad8-bdde-4d1d-bd00-92c29eca72bc;[11 - 50];07/06/2019"
"55ba9dac-8aca-4e5f-b392-2311e0149ee3;[11 - 50];27/11/2019"
"55bd28a2-c184-476a-8f0a-bf2d572c364f;[101  - 250];16/06/2019"
"55c2f186-f6fd-4cd6-8fc4-35d90c9827ff;[11 - 50];03/06/2020"
"55c40ae6-3479-4b2a-8409-37285480444f;[11 - 50];20/11/2018"
"55c79955-64df-43c7-b3df-070b6064a128;[11 - 50];07/07/2020"
"55c85fd7-2072-43f6-8f7c-90cd061d721d;[1 - 10];09/03/2020"
"55cbeb4a-31fb-4255-83af-dbd81bc357de;[1 - 10];19/02/2019"
"55cd1e86-9ae8-4827-82f2-6d73a8b972ed;[1 - 10];01/06/2020"
"55d43341-f9f1-44b5-8133-7d6d747e57e9;[1 - 10];22/10/2016"
"55d4adca-d1e7-401e-aae8-d6bca8d03e71;;12/10/2016"
"55d7da3c-cc3f-40cf-b94b-6b71ffcad763;[1 - 10];27/02/2020"
"55d97089-1875-4ae6-96d0-36924fa7ec44;[1 - 10];25/06/2019"
"55daa837-f8ff-4441-bcd6-9a08e1261465;[11 - 50];07/06/2017"
"55dc7d90-8541-4804-9b3c-4930e31774c4;[11 - 50];31/03/2017"
"55def4ec-a86d-46b3-9d3c-9ff5533d9f1d;[1 - 10];18/05/2017"
"55df1f73-5817-49b4-879c-06a039d0ce1d;[51 - 100];27/03/2018"
"55e04386-99be-4430-848b-2fe5ed7bc939;[11 - 50];22/10/2017"
"55e181ed-9a56-4a95-ac37-392b506bc92a;[11 - 50];23/09/2019"
"55e21c0d-d7d9-48cb-8b70-f6d07be0b898;[1 - 10];07/04/2019"
"55e4f373-2cff-4ea1-a6d2-025c1848ae4d;[1 - 10];17/02/2018"
"55e755f8-41d0-4586-b7cf-77e01c1ba609;[101  - 250];14/11/2019"
"55e8335f-05c6-45c5-9d9f-98b84b474db8;[1 - 10];24/01/2020"
"55e887eb-28d3-43eb-8f5a-f2ed4f8a2f67;[1 - 10];06/06/2018"
"55eec396-aada-4411-b88f-bb0565df0c3e;[11 - 50];07/05/2020"
"55eff01c-0fca-4233-8297-024638ca5bbe;[51 - 100];27/11/2017"
"55f267ee-a46c-451e-b7b1-068a9c49268f;[11 - 50];07/12/2018"
"55f3e384-483b-4204-a8ac-8a986b90aff4;[101  - 250];28/02/2018"
"55f51a96-2e4f-4cf5-9a6e-4968ccf6a324;[11 - 50];30/06/2020"
"55f5c7c2-e5c9-4af1-853f-a30821e759d1;;08/02/2016"
"55fd8d60-d5f7-40b4-aebc-36ddb1d9f86b;[101  - 250];21/11/2016"
"55ff9b11-848a-4def-9d7c-879ddfbd0ff4;[1 - 10];01/03/2018"
"56008d04-6504-4cc8-92c8-37f91758df12;[1 - 10];29/07/2020"
"5601f6b0-b582-480c-8b0c-33c3a316d612;[1 - 10];23/02/2018"
"5602c651-8f74-4f56-90df-bda83e70821b;[1 - 10];15/07/2020"
"56082adb-eaa0-49bd-b0a1-fc029ec30bc1;[1 - 10];02/12/2019"
"560aafd9-a85f-4f33-ba0d-b525814eff64;;23/02/2016"
"560e438c-db93-4a71-b3b0-dd788457e4df;[1 - 10];18/08/2019"
"56107747-3525-444b-8afa-6ef01f97ad13;[1 - 10];08/06/2020"
"5617fc05-0acc-48b1-a43b-c9dfe757c7dc;[11 - 50];25/04/2016"
"56195344-68f7-4734-af06-3dbff3ff60e9;[11 - 50];06/03/2020"
"561d3f7d-ca70-401e-bcbc-f807ecb54ee4;[11 - 50];21/04/2020"
"561d658b-e0fb-4428-a637-5c1f7c48beee;[51 - 100];17/10/2019"
"561d6c35-4e9e-4d57-9c1f-d851ecff1733;[11 - 50];31/01/2017"
"561daeb1-b128-448a-91dc-e32bd7983c73;[1 - 10];19/07/2020"
"56204b60-ed36-45d2-90b6-d90930aecc36;[1 - 10];09/04/2020"
"5620c86e-fd01-4771-a9b8-dfb84a6914c2;[1 - 10];30/12/2019"
"56246ce1-0a1e-4de4-80ef-31c646688979;[1 - 10];21/03/2018"
"5624a956-3c81-442a-a6f6-2e1080a1e2ba;[51 - 100];09/04/2017"
"56272cd4-664d-49c1-ad6f-ca0e05acbafd;[11 - 50];26/08/2019"
"5627fea1-8fa0-42c3-9526-37f4dd8e3a06;[1 - 10];21/11/2018"
"562bf005-2b1e-47f3-a2bf-3fc4614d871c;[11 - 50];14/06/2019"
"562d0199-feb0-4abf-a9fc-e7f9b6a2e61d;[11 - 50];02/11/2016"
"562d3174-ffb8-4b94-83c3-22c5b993cec4;[1 - 10];10/05/2020"
"562dc5b6-cd2d-4ce6-98da-6587e3405899;[1 - 10];14/03/2020"
"5631185c-a9d1-40e9-adbf-63db3039555a;[1 - 10];14/09/2019"
"56330833-9a5f-46d3-bd4f-38c8fa5f7111;[1 - 10];05/01/2020"
"56353d03-cb87-44e9-ad4d-a86e4452baae;[11 - 50];01/04/2020"
